"","x"
"intrcpt",9.63430773346811
"inveGFR",19.2621479256503
"Age_LT65Yes",-0.340549999245904
"Baseline_T2DYes",0.0299448921092749
"Year1Yes",1.22101793113161
"inveGFR:Age_LT65Yes",14.822667134132
"inveGFR:Year1Yes",-12.5396963736322
"Age_LT65Yes:Baseline_T2DYes",0.515037772117048
"Age_LT65Yes:Year1Yes",0.087815497280415
"Baseline_T2DYes:Year1Yes",0.0178993676014989
"Age_LT65Yes:Baseline_T2DYes:Year1Yes",-0.443175154854185
