"","x"
"intrcpt",9.04968361121938
"inveGFR",3.67791293894165
"Age_LT65Yes",-0.0236457313000118
"Baseline_T2DYes",0.0208617797542574
"Year1Yes",0.320093961623148
"inveGFR:Age_LT65Yes",1.38527880533131
"inveGFR:Year1Yes",0.416241760051093
"Age_LT65Yes:Baseline_T2DYes",0.0739946624072197
"Age_LT65Yes:Year1Yes",-0.281422025893329
"inveGFR:Age_LT65Yes:Year1Yes",14.2747954619953
